cotacaoVenda;dataHoraCotacao
3,1684;2015-06-05 13:08:51.928
3,119;2015-06-08 13:10:40.469
3,991;2015-06-09 13:05:42.745
3,843;2015-06-10 13:23:10.947
3,1514;2015-06-11 13:09:32.586
3,1107;2015-06-12 13:12:42.913
3,1036;2015-06-15 13:07:52.121
3,1082;2015-06-16 13:11:57.477
3,989;2015-06-17 13:07:03.801
3,472;2015-06-18 13:11:52.668
3,788;2015-06-19 13:08:49.852
3,757;2015-06-22 13:07:04.108
3,1042;2015-06-23 13:03:24.158
3,852;2015-06-24 13:11:27.266
3,1015;2015-06-25 13:06:51.281
3,1271;2015-06-26 13:04:23.915
3,139;2015-06-29 13:10:39.825
3,1026;2015-06-30 13:02:53.185
3,1191;2015-07-01 13:11:53.035
3,1173;2015-07-02 13:08:29.333
3,1271;2015-07-03 13:11:31.254
3,1431;2015-07-06 13:07:32.398
3,1809;2015-07-07 13:09:32.793
3,2282;2015-07-08 13:05:36.742
3,2163;2015-07-09 13:09:35.173
3,1897;2015-07-10 13:06:32.359
3,1594;2015-07-13 13:11:40.37
3,123;2015-07-14 13:11:06.969
3,1532;2015-07-15 13:07:01.306
3,1375;2015-07-16 13:06:30.875
3,1832;2015-07-17 13:10:43.409
3,2149;2015-07-20 13:09:30.196
3,1813;2015-07-21 13:10:37.983
3,2094;2015-07-22 13:09:31.516
3,285;2015-07-23 13:05:41.767
3,3254;2015-07-24 13:07:58.224
3,3557;2015-07-27 13:10:34.785
3,3815;2015-07-28 13:05:51.24
3,3419;2015-07-29 13:38:35.505
3,3652;2015-07-30 13:06:31.44
3,394;2015-07-31 13:09:26.023
3,4425;2015-08-03 13:11:47.583
3,4675;2015-08-04 13:04:33.571
3,4851;2015-08-05 13:03:42.371
3,5347;2015-08-06 13:06:10.443
3,5181;2015-08-07 13:08:56.229
3,4909;2015-08-10 13:07:42.567
3,4925;2015-08-11 13:11:56.494
3,4826;2015-08-12 13:09:10.271
3,5074;2015-08-13 13:05:38.481
3,4761;2015-08-14 13:05:18.827
3,4746;2015-08-17 13:03:31.393
3,4811;2015-08-18 13:09:57.888
3,4849;2015-08-19 13:06:37.745
3,4751;2015-08-20 13:06:51.857
3,4896;2015-08-21 13:02:49.879
3,5494;2015-08-24 13:05:40.956
3,5345;2015-08-25 13:20:34.718
3,6326;2015-08-26 13:08:46.133
3,5555;2015-08-27 13:04:28.528
3,579;2015-08-28 13:13:28.702
3,6467;2015-08-31 13:10:45.736
3,6725;2015-09-01 13:07:50.315
3,7314;2015-09-02 13:03:29.376
3,776;2015-09-03 13:11:53.876
3,7986;2015-09-04 13:07:40.767
3,8028;2015-09-08 13:11:50.258
3,787;2015-09-09 13:12:34.284
3,8698;2015-09-10 13:11:20.067
3,8698;2015-09-11 13:08:38.606
3,8653;2015-09-14 13:04:43.846
3,8599;2015-09-15 13:07:58.616
3,8368;2015-09-16 13:03:48.235
3,8921;2015-09-17 13:11:42.616
3,9021;2015-09-18 13:09:55.701
3,9821;2015-09-21 13:03:40.607
4,425;2015-09-22 13:09:42.699
4,1041;2015-09-23 13:07:57.711
4,1949;2015-09-24 13:07:39.103
3,9479;2015-09-25 13:11:54.018
4,99;2015-09-28 13:12:27.775
4,1172;2015-09-29 13:27:04.76
3,9729;2015-09-30 13:03:13.098
3,9794;2015-10-01 13:06:38.673
4,1;2015-10-02 13:05:11.73
3,9141;2015-10-05 13:06:36.048
3,8567;2015-10-06 13:11:43.632
3,806;2015-10-07 13:11:34.72
3,8517;2015-10-08 13:06:35.904
3,7386;2015-10-09 13:05:47.654
3,825;2015-10-13 13:06:45.567
3,8507;2015-10-14 13:05:49.397
3,8344;2015-10-15 13:06:13.761
3,8438;2015-10-16 13:09:43.629
3,9015;2015-10-19 13:03:10.962
3,8656;2015-10-20 13:09:40.389
3,9386;2015-10-21 13:06:45.217
3,936;2015-10-22 13:02:39.841
3,8988;2015-10-23 13:12:08.839
3,8582;2015-10-26 13:10:17.399
3,9114;2015-10-27 13:04:46.187
3,8797;2015-10-28 13:03:06.582
3,9328;2015-10-29 13:03:39.996
3,8589;2015-10-30 13:03:37.247
3,8126;2015-11-03 13:09:38.9
3,7687;2015-11-04 13:03:50.701
3,7893;2015-11-05 13:10:33.473
3,8059;2015-11-06 13:11:17.178
3,7928;2015-11-09 13:04:46.07
3,7981;2015-11-10 13:03:39.024
3,7327;2015-11-11 13:05:55.723
3,7996;2015-11-12 13:03:31.384
3,8023;2015-11-13 13:12:39.88
3,8336;2015-11-16 13:14:42.23
3,8052;2015-11-17 13:11:08.295
3,7921;2015-11-18 13:11:10.217
3,7442;2015-11-19 13:08:06.804
3,701;2015-11-20 13:03:56.442
3,7231;2015-11-23 13:08:58.637
3,7081;2015-11-24 13:04:39.262
3,7688;2015-11-25 13:08:52.997
3,7606;2015-11-26 13:06:44.735
3,7399;2015-11-27 13:12:46.429
3,8506;2015-11-30 13:09:34.481
3,8745;2015-12-01 13:10:11.996
3,8545;2015-12-02 13:10:04.864
3,797;2015-12-03 13:04:28.197
3,7575;2015-12-04 13:14:06.971
3,7476;2015-12-07 13:09:35.923
3,7921;2015-12-08 13:05:53.954
3,758;2015-12-09 13:11:01.012
3,7685;2015-12-10 13:03:52.871
3,8548;2015-12-11 13:02:52.38
3,9023;2015-12-14 13:10:23.105
3,8703;2015-12-15 13:09:14.148
3,9357;2015-12-16 13:09:47.846
3,8929;2015-12-17 13:03:43.241
3,9062;2015-12-18 13:10:47.728
3,9831;2015-12-21 13:05:20.618
3,977;2015-12-22 13:06:07.501
3,9632;2015-12-23 13:08:16.707
3,9524;2015-12-24 11:04:12.571
3,9186;2015-12-28 13:10:06.75
3,8492;2015-12-29 13:11:48.876
3,9048;2015-12-30 13:05:21.849
3,9048;2015-12-31 11:03:03.597
4,387;2016-01-04 13:12:41.021
4,114;2016-01-05 13:12:41.306
4,303;2016-01-06 13:08:04.506
4,475;2016-01-07 13:07:20.817
4,25;2016-01-08 13:11:21.614
4,153;2016-01-11 13:08:12.021
4,299;2016-01-12 13:10:57.893
3,9863;2016-01-13 13:07:21.557
4,223;2016-01-14 13:03:00.94
4,402;2016-01-15 13:08:54.259
4,364;2016-01-18 13:09:25.047
4,303;2016-01-19 13:08:59.557
4,861;2016-01-20 13:06:47.722
4,1558;2016-01-21 13:07:17.33
4,1232;2016-01-22 13:11:51.506
4,1002;2016-01-25 13:05:43.322
4,967;2016-01-26 13:11:08.831
4,448;2016-01-27 13:07:42.731
4,838;2016-01-28 13:12:28.371
4,428;2016-01-29 13:08:00.674
3,9986;2016-02-01 13:03:39.417
3,9919;2016-02-02 13:02:59.245
3,9558;2016-02-03 13:09:54.357
3,8653;2016-02-04 13:06:21.252
3,8975;2016-02-05 13:10:29.963
3,9412;2016-02-10 15:36:18.369
3,9642;2016-02-11 13:07:15.167
3,9891;2016-02-12 13:11:55.434
3,9885;2016-02-15 13:09:18.754
4,213;2016-02-16 13:04:47.221
4,318;2016-02-17 13:03:45.488
4,91;2016-02-18 13:04:48.92
4,492;2016-02-19 13:03:21.661
3,9618;2016-02-22 13:09:39.999
3,9684;2016-02-23 13:10:57.68
3,99;2016-02-24 13:04:50.209
3,94;2016-02-25 13:02:51.663
3,9578;2016-02-26 13:05:14.161
3,9796;2016-02-29 13:03:49.471
3,9913;2016-03-01 13:10:04.662
3,9116;2016-03-02 13:12:16.932
3,8504;2016-03-03 13:04:27.128
3,7188;2016-03-04 13:06:46.766
3,7714;2016-03-07 13:02:47.751
3,7813;2016-03-08 13:08:58.704
3,7037;2016-03-09 13:04:45.382
3,67;2016-03-10 13:10:39.631
3,6271;2016-03-11 13:11:02.38
3,6239;2016-03-14 13:09:45.239
3,7116;2016-03-15 13:08:47.766
3,8079;2016-03-16 13:08:09.637
3,6445;2016-03-17 13:08:35.733
3,6146;2016-03-18 13:02:51.239
3,6229;2016-03-21 13:03:49.98
3,6073;2016-03-22 13:10:59.938
3,6531;2016-03-23 13:02:59.252
3,6948;2016-03-24 13:11:24.799
3,6408;2016-03-28 13:10:30.566
3,6687;2016-03-29 13:04:59.153
3,6116;2016-03-30 13:06:05.169
3,5589;2016-03-31 13:08:45.137
3,5799;2016-04-01 13:11:52.235
3,5871;2016-04-04 13:06:46.201
3,6581;2016-04-05 13:11:59.295
3,6749;2016-04-06 13:16:18.481
3,6921;2016-04-07 13:08:41.439
3,6385;2016-04-08 13:04:13.177
3,5284;2016-04-11 13:08:00.229
3,5406;2016-04-12 13:09:30.47
3,5429;2016-04-13 13:07:11.096
3,5126;2016-04-14 13:09:46.372
3,5276;2016-04-15 13:04:06.093
3,5904;2016-04-18 13:09:20.47
3,5538;2016-04-19 13:12:37.372
3,5503;2016-04-20 13:11:54.962
3,5829;2016-04-22 13:13:03.706
3,5472;2016-04-25 13:03:45.513
3,5301;2016-04-26 13:04:51.206
3,5295;2016-04-27 13:13:36.409
3,4992;2016-04-28 13:07:39.238
3,4508;2016-04-29 13:06:42.753
3,4991;2016-05-02 13:04:04.383
3,555;2016-05-03 13:07:03.616
3,5397;2016-05-04 13:07:49.091
3,5296;2016-05-05 13:04:54.376
3,5362;2016-05-06 13:03:28.402
3,5387;2016-05-09 13:11:14.121
3,4772;2016-05-10 13:03:44.346
3,4645;2016-05-11 13:06:21.652
3,4877;2016-05-12 13:11:02.319
3,5041;2016-05-13 13:12:12.504
3,5035;2016-05-16 13:10:22.075
3,5037;2016-05-17 13:09:33.835
3,5368;2016-05-18 13:11:24.699
3,6003;2016-05-19 13:04:31.859
3,5419;2016-05-20 13:09:54.015
3,566;2016-05-23 13:05:14.045
3,5491;2016-05-24 13:08:41.68
3,5804;2016-05-25 13:06:01.089
3,6168;2016-05-27 13:06:17.702
3,5997;2016-05-30 13:07:08.055
3,5951;2016-05-31 13:07:15.082
3,6126;2016-06-01 13:03:32.983
3,5961;2016-06-02 13:05:50.107
3,5409;2016-06-03 13:07:48.276
3,5098;2016-06-06 13:12:07.67
3,4745;2016-06-07 13:06:28.539
3,3898;2016-06-08 13:12:17.117
3,3817;2016-06-09 13:12:22.452
3,4261;2016-06-10 13:04:54.588
3,4533;2016-06-13 13:12:18.113
3,4839;2016-06-14 13:11:07.36
3,4768;2016-06-15 13:04:07.181
3,4904;2016-06-16 13:07:52.127
3,4372;2016-06-17 13:16:22.641
3,3835;2016-06-20 13:06:11.783
3,3897;2016-06-21 13:07:03.812
3,3883;2016-06-22 13:07:02.578
3,3533;2016-06-23 13:11:59.185
3,3772;2016-06-24 13:06:47.87
3,3934;2016-06-27 13:07:41.777
3,3267;2016-06-28 13:14:20.065
3,2435;2016-06-29 13:13:40.493
3,2098;2016-06-30 13:09:00.093
3,2298;2016-07-01 13:11:49.106
3,248;2016-07-04 13:02:59.354
3,2904;2016-07-05 13:07:00.556
3,3242;2016-07-06 13:09:46.708
3,3388;2016-07-07 13:05:33.926
3,2968;2016-07-08 13:04:52.766
3,3031;2016-07-11 13:04:51.31
3,275;2016-07-12 13:04:17.547
3,2896;2016-07-13 13:04:25.841
3,2311;2016-07-14 13:04:56.859
3,2656;2016-07-15 13:06:54.068
3,2634;2016-07-18 13:03:35.615
3,2801;2016-07-19 13:09:48.308
3,2512;2016-07-20 13:08:49.368
3,2585;2016-07-21 13:11:55.399
3,2854;2016-07-22 13:08:46.187
3,2819;2016-07-25 13:11:09.861
3,279;2016-07-26 13:06:02.39
3,282;2016-07-27 13:03:49.634
3,274;2016-07-28 13:09:51.326
3,239;2016-07-29 13:11:02.506
3,2662;2016-08-01 13:07:52.331
3,249;2016-08-02 13:06:44.706
3,2733;2016-08-03 13:04:59.881
3,2183;2016-08-04 13:03:54.077
3,1859;2016-08-05 13:11:09.805
3,1771;2016-08-08 13:11:09.552
3,1503;2016-08-09 13:09:55.308
3,1302;2016-08-10 13:03:48.37
3,1364;2016-08-11 13:10:35.067
3,1602;2016-08-12 13:11:59.901
3,1672;2016-08-15 13:06:44.773
3,1749;2016-08-16 13:04:14.066
3,2248;2016-08-17 13:17:38.966
3,2215;2016-08-18 13:10:03.273
3,2267;2016-08-19 13:04:04.486
3,2163;2016-08-22 13:08:52.23
3,2054;2016-08-23 13:02:56.681
3,2372;2016-08-24 13:08:46.787
3,2319;2016-08-25 13:10:46.407
3,2153;2016-08-26 13:05:53.75
3,2613;2016-08-29 13:18:14.682
3,2525;2016-08-30 13:09:35.123
3,2403;2016-08-31 13:08:44.335
3,2472;2016-09-01 13:10:10.989
3,2431;2016-09-02 13:05:51.688
3,2721;2016-09-05 13:09:55.659
3,2452;2016-09-06 13:02:39.984
3,1934;2016-09-08 13:03:53.968
3,2638;2016-09-09 13:14:00.885
3,2854;2016-09-12 13:08:01.541
3,2972;2016-09-13 13:03:56.534
3,3262;2016-09-14 13:05:51.819
3,3326;2016-09-15 13:08:34.825
3,3004;2016-09-16 13:04:11.365
3,2636;2016-09-19 13:07:42.039
3,254;2016-09-20 13:12:19.587
3,2408;2016-09-21 13:02:47.389
3,2015;2016-09-22 13:11:01.456
3,2242;2016-09-23 13:07:33.878
3,24;2016-09-26 13:03:06.766
3,2358;2016-09-27 13:09:07.923
3,2476;2016-09-28 13:14:19.99
3,2235;2016-09-29 13:11:04.635
3,2462;2016-09-30 13:05:54.372
3,2338;2016-10-03 13:08:48.23
3,2203;2016-10-04 13:13:07.366
3,2359;2016-10-05 13:05:40.988
3,231;2016-10-06 13:13:25.253
3,2134;2016-10-07 13:03:53.818
3,2125;2016-10-10 13:06:44.704
3,2136;2016-10-11 13:09:48.113
3,2087;2016-10-13 13:04:50.101
3,1864;2016-10-14 13:12:14.774
3,1963;2016-10-17 13:05:14.708
3,1874;2016-10-18 13:09:20.862
3,18;2016-10-19 13:10:53.592
3,1605;2016-10-20 13:03:10.953
3,1593;2016-10-21 13:06:28.783
3,1311;2016-10-24 13:02:54.15
3,1193;2016-10-25 13:08:42.653
3,1219;2016-10-26 13:09:41.53
3,1429;2016-10-27 13:04:09.268
3,1815;2016-10-28 13:09:46.723
3,1811;2016-10-31 13:05:59.103
3,2053;2016-11-01 13:12:22.648
3,231;2016-11-03 13:13:02.201
3,2449;2016-11-04 13:08:46.367
3,2024;2016-11-07 13:04:03.991
3,2024;2016-11-08 13:11:00.123
3,2258;2016-11-09 13:07:07.772
3,3104;2016-11-10 13:07:02.302
3,4377;2016-11-11 13:04:24.987
3,4446;2016-11-14 13:04:30.445
3,4183;2016-11-16 13:09:06.515
3,4052;2016-11-17 13:07:32.351
3,3917;2016-11-18 13:10:46.872
3,3517;2016-11-21 13:06:39.961
3,3476;2016-11-22 13:03:49.108
3,3927;2016-11-23 13:06:45.266
3,3987;2016-11-24 13:08:00.952
3,4279;2016-11-25 13:06:32.339
3,3996;2016-11-28 13:09:49.923
3,406;2016-11-29 13:08:56.969
3,3967;2016-11-30 13:06:46.879
3,4362;2016-12-01 13:11:09.915
3,465;2016-12-02 13:05:53.836
3,4598;2016-12-05 13:06:12.544
3,4354;2016-12-06 13:05:08.947
3,3895;2016-12-07 13:08:46.997
3,4008;2016-12-08 13:12:01.575
3,3858;2016-12-09 13:05:51.876
3,3697;2016-12-12 13:07:51.106
3,334;2016-12-13 13:08:06.418
3,3103;2016-12-14 13:09:51.237
3,383;2016-12-15 13:02:46.232
3,3712;2016-12-16 13:08:02.388
3,3778;2016-12-19 13:12:07.729
3,3586;2016-12-20 13:05:58.395
3,3297;2016-12-21 13:40:41.528
3,3302;2016-12-22 13:08:04.834
3,2696;2016-12-23 13:11:53.756
3,2701;2016-12-26 13:12:01.982
3,2776;2016-12-27 13:06:58.497
3,2774;2016-12-28 13:04:46.847
3,2591;2016-12-29 13:04:20.815
3,2591;2016-12-30 13:02:50.823
3,2729;2017-01-02 13:07:18.146
3,2632;2017-01-03 13:07:34.023
3,2333;2017-01-04 13:11:50.501
3,2129;2017-01-05 13:04:07.266
3,2057;2017-01-06 13:13:42.955
3,2097;2017-01-09 13:08:58.927
3,1918;2017-01-10 13:08:06.682
3,2154;2017-01-11 13:07:48.319
3,1661;2017-01-12 13:03:09.376
3,2034;2017-01-13 13:09:16.027
3,2234;2017-01-16 13:12:00.606
3,21;2017-01-17 13:06:55.733
3,2211;2017-01-18 13:05:28.424
3,2113;2017-01-19 13:08:52.51
3,1918;2017-01-20 13:13:39.174
3,1609;2017-01-23 13:12:54.933
3,1649;2017-01-24 13:09:02.65
3,169;2017-01-25 13:11:24.662
3,1804;2017-01-26 13:04:31.844
3,1596;2017-01-27 13:08:38.93
3,1316;2017-01-30 13:11:37.661
3,127;2017-01-31 13:08:43.585
3,1479;2017-02-01 13:05:55.817
3,1196;2017-02-02 13:12:12.939
3,1241;2017-02-03 13:09:11.345
3,1179;2017-02-06 13:06:01.029
3,1304;2017-02-07 13:08:50.541
3,1255;2017-02-08 13:08:38.814
3,1185;2017-02-09 13:04:29.047
3,1155;2017-02-10 13:05:48.228
3,1175;2017-02-13 13:10:48.817
3,1004;2017-02-14 13:03:13.887
3,779;2017-02-15 13:06:08.276
3,51;2017-02-16 13:08:26.172
3,95;2017-02-17 13:08:02.407
3,918;2017-02-20 13:08:26.676
3,97;2017-02-21 13:11:26.366
3,824;2017-02-22 13:08:01.394
3,638;2017-02-23 13:04:25.564
3,993;2017-02-24 13:04:50.576
3,976;2017-03-01 15:37:01.96
3,1138;2017-03-02 13:06:27.32
3,1364;2017-03-03 13:07:10.168
3,1111;2017-03-06 13:03:53.512
3,1185;2017-03-07 13:08:12.549
3,1477;2017-03-08 13:03:50.024
3,1735;2017-03-09 13:10:47.085
3,1623;2017-03-10 13:06:40.688
3,1541;2017-03-13 13:03:09.637
3,1639;2017-03-14 13:08:15.562
3,1629;2017-03-15 13:08:35.316
3,108;2017-03-16 13:10:52.126
3,1075;2017-03-17 13:05:02.642
3,898;2017-03-20 13:10:47.051
3,765;2017-03-21 13:03:42.922
3,939;2017-03-22 13:02:37.397
3,1248;2017-03-23 13:11:51.958
3,1282;2017-03-24 13:05:41.423
3,1256;2017-03-27 13:09:39.543
3,1303;2017-03-28 13:05:53.887
3,1229;2017-03-29 13:07:50.06
3,1247;2017-03-30 13:04:37.167
3,1684;2017-03-31 13:04:37.024
3,1167;2017-04-03 13:11:51.252
3,1231;2017-04-04 13:14:37.607
3,923;2017-04-05 13:09:36.589
3,116;2017-04-06 13:03:01.171
3,1302;2017-04-07 13:04:41.774
3,1409;2017-04-10 13:04:10.183
3,1424;2017-04-11 13:12:29.768
3,1463;2017-04-12 13:06:48.766
3,1269;2017-04-13 13:09:28.107
3,1036;2017-04-17 13:05:51.148
3,958;2017-04-18 13:11:11.625
3,1294;2017-04-19 13:09:50.695
3,1453;2017-04-20 13:10:38.938
3,1251;2017-04-24 13:06:53.08
3,1577;2017-04-25 13:12:37.494
3,1847;2017-04-26 13:02:41.795
3,1763;2017-04-27 13:04:42.331
3,1984;2017-04-28 13:10:52.336
3,1724;2017-05-02 13:05:31.845
3,1489;2017-05-03 13:11:44.442
3,178;2017-05-04 13:06:37.798
3,1764;2017-05-05 13:10:18.101
3,1938;2017-05-08 13:09:42.404
3,1857;2017-05-09 13:07:46.101
3,1606;2017-05-10 13:02:56.565
3,1559;2017-05-11 13:09:03.951
3,129;2017-05-12 13:09:38.952
3,1011;2017-05-15 13:10:14.948
3,924;2017-05-16 13:06:34.653
3,1076;2017-05-17 13:12:09.748
3,3807;2017-05-18 13:05:58.487
3,2878;2017-05-19 13:11:29.308
3,2863;2017-05-22 13:07:00.554
3,2654;2017-05-23 13:02:54.33
3,2629;2017-05-24 13:07:42.187
3,2824;2017-05-25 13:02:59.753
3,2614;2017-05-26 13:06:53.597
3,2709;2017-05-29 13:09:25.777
3,2659;2017-05-30 13:07:25.626
3,2437;2017-05-31 13:07:50.415
3,2307;2017-06-01 13:09:48.76
3,2401;2017-06-02 13:04:05.317
3,282;2017-06-05 13:05:00.105
3,2817;2017-06-06 13:03:50.101
3,2747;2017-06-07 13:10:02.741
3,2838;2017-06-08 13:09:17.114
3,274;2017-06-09 13:06:44.063
3,2986;2017-06-12 13:10:22.504
3,3208;2017-06-13 13:07:17.021
3,2836;2017-06-14 13:05:49.215
3,2892;2017-06-16 13:09:51.845
3,2975;2017-06-19 13:09:35.161
3,3145;2017-06-20 13:09:57.194
3,3247;2017-06-21 13:06:38.103
3,3362;2017-06-22 13:11:48.369
3,3342;2017-06-23 13:05:41.49
3,3128;2017-06-26 13:03:38.941
3,3172;2017-06-27 13:10:03.464
3,303;2017-06-28 13:09:53.266
3,2952;2017-06-29 13:08:49.398
3,3082;2017-06-30 13:07:06.19
3,3015;2017-07-03 13:08:51.099
3,305;2017-07-04 13:09:38.583
3,3193;2017-07-05 13:07:52.841
3,3064;2017-07-06 13:10:04.143
3,2895;2017-07-07 13:10:59.626
3,265;2017-07-10 13:04:58.325
3,2522;2017-07-11 13:07:42.2
3,2264;2017-07-12 13:05:55.372
3,2108;2017-07-13 13:03:24.642
3,1899;2017-07-14 13:08:48.555
3,1821;2017-07-17 13:06:09.489
3,1668;2017-07-18 13:04:08.526
3,1533;2017-07-19 13:03:40.198
3,1402;2017-07-20 13:11:38.587
3,1256;2017-07-21 13:06:09.241
3,1459;2017-07-24 13:03:28.355
3,1556;2017-07-25 13:09:53.994
3,1657;2017-07-26 13:05:57.227
3,1513;2017-07-27 13:02:54.362
3,1457;2017-07-28 13:09:51.799
3,1307;2017-07-31 13:03:36.031
3,1161;2017-08-01 13:08:39.907
3,1268;2017-08-02 13:07:58.487
3,1194;2017-08-03 13:09:48.89
3,1224;2017-08-04 13:12:10.418
3,1267;2017-08-07 13:11:31.189
3,132;2017-08-08 13:06:34.439
3,1464;2017-08-09 13:03:05.856
3,1543;2017-08-10 13:09:02.609
3,1695;2017-08-11 13:11:15.965
3,1888;2017-08-14 13:11:13.161
3,1976;2017-08-15 13:04:55.968
3,167;2017-08-16 13:11:54.575
3,1603;2017-08-17 13:10:53.766
3,1654;2017-08-18 13:03:04.268
3,1443;2017-08-21 13:11:54.232
3,1539;2017-08-22 13:07:59.02
3,1569;2017-08-23 13:05:00.387
3,1404;2017-08-24 13:05:56.945
3,1462;2017-08-25 13:03:19.052
3,1563;2017-08-28 13:05:53.434
3,1695;2017-08-29 13:06:00.742
3,1638;2017-08-30 13:05:59.376
3,1471;2017-08-31 13:11:19.431
3,1333;2017-09-01 13:09:49.668
3,1389;2017-09-04 13:07:00.053
3,1203;2017-09-05 13:08:03.538
3,1133;2017-09-06 13:04:56.84
3,908;2017-09-08 13:09:47.865
3,852;2017-09-11 13:11:51.904
3,1144;2017-09-12 13:10:52.973
3,1343;2017-09-13 13:11:12.8
3,1354;2017-09-14 13:07:09.055
3,1255;2017-09-15 13:09:01.968
3,1239;2017-09-18 13:13:53.088
3,1323;2017-09-19 13:02:44.498
3,1281;2017-09-20 13:07:58.419
3,1347;2017-09-21 13:04:20.434
3,1285;2017-09-22 13:04:39.003
3,1412;2017-09-25 13:08:41.647
3,1674;2017-09-26 13:11:49.126
3,1932;2017-09-27 13:03:56.33
3,1871;2017-09-28 13:07:41.741
3,168;2017-09-29 13:10:53.153
3,1642;2017-10-02 13:11:53.361
3,1502;2017-10-03 13:06:01.897
3,1315;2017-10-04 13:07:04.54
3,1347;2017-10-05 13:09:02.854
3,1648;2017-10-06 13:12:13.52
3,177;2017-10-09 13:03:37.033
3,1688;2017-10-10 13:05:50.117
3,1639;2017-10-11 13:06:55.368
3,1572;2017-10-13 13:09:01.026
3,1607;2017-10-16 13:06:50.682
3,1769;2017-10-17 13:08:24.663
3,1673;2017-10-18 13:05:11.771
3,1732;2017-10-19 13:03:16.171
3,1833;2017-10-20 13:06:16.866
3,2003;2017-10-23 13:08:10.632
3,247;2017-10-24 13:07:51.559
3,2387;2017-10-25 13:09:31.655
3,2444;2017-10-26 13:07:04.203
3,2801;2017-10-27 13:06:46.999
3,2547;2017-10-30 13:03:56.356
3,2769;2017-10-31 13:08:47.548
3,2736;2017-11-01 13:06:41.585
3,292;2017-11-03 13:04:54.329
3,2851;2017-11-06 13:08:39.786
3,2733;2017-11-07 13:08:59.981
3,2509;2017-11-08 13:08:59.653
3,2515;2017-11-09 13:11:59.216
3,2661;2017-11-10 13:11:04.472
3,2873;2017-11-13 13:03:15.661
3,2834;2017-11-14 13:11:59.21
3,2808;2017-11-16 13:10:20.167
3,2788;2017-11-17 13:08:26.316
3,2623;2017-11-20 13:10:09.274
3,2591;2017-11-21 13:08:00.441
3,2561;2017-11-22 13:06:53.031
3,2371;2017-11-23 13:02:53.754
3,23;2017-11-24 13:05:52.166
3,2218;2017-11-27 13:04:59.406
3,2232;2017-11-28 13:04:52.08
3,2136;2017-11-29 13:10:29.895
3,2616;2017-11-30 13:08:58.944
3,2636;2017-12-01 13:05:49.223
3,2506;2017-12-04 13:12:10.896
3,2322;2017-12-05 13:06:35.907
3,2354;2017-12-06 13:03:50.288
3,2892;2017-12-07 13:11:10.197
3,2811;2017-12-08 13:09:46.379
3,2845;2017-12-11 13:10:44.9
3,3149;2017-12-12 13:09:28.057
3,3036;2017-12-13 13:08:38.426
3,3332;2017-12-14 13:04:47.054
3,3182;2017-12-15 13:10:18.082
3,2881;2017-12-18 13:03:09.523
3,2883;2017-12-19 13:08:27.894
3,2909;2017-12-20 13:11:21.95
3,3045;2017-12-21 13:08:38.591
3,3209;2017-12-22 13:06:49.404
3,32;2017-12-26 13:12:11.584
3,3031;2017-12-27 13:06:02.143
3,308;2017-12-28 13:04:53.036
3,308;2017-12-29 13:02:45.613
3,2697;2018-01-02 13:12:55.196
3,2535;2018-01-03 13:04:12.517
3,2318;2018-01-04 13:11:55.76
3,2409;2018-01-05 13:09:00.243
3,2357;2018-01-08 13:10:47.767
3,2397;2018-01-09 13:06:14.647
3,2467;2018-01-10 13:06:20.141
3,2301;2018-01-11 13:07:39.24
3,2197;2018-01-12 13:11:51.469
3,1963;2018-01-15 13:03:51.89
3,2219;2018-01-16 13:10:53.99
3,2324;2018-01-17 13:07:57.458
3,2129;2018-01-18 13:03:33.47
3,2087;2018-01-19 13:10:53.197
3,1934;2018-01-22 13:03:42.347
3,2249;2018-01-23 13:04:48.112
3,197;2018-01-24 13:10:27.352
3,1391;2018-01-25 13:03:52.095
3,145;2018-01-26 13:08:49.461
3,1655;2018-01-29 13:06:08.553
3,1661;2018-01-30 13:03:46.59
3,1624;2018-01-31 13:16:53.521
3,173;2018-02-01 13:09:59.863
3,206;2018-02-02 13:06:35.781
3,2355;2018-02-05 13:06:11.649
3,2613;2018-02-06 13:09:27.952
3,2467;2018-02-07 13:11:42.108
3,2692;2018-02-08 13:10:49.731
3,2821;2018-02-09 13:07:05.319
3,2536;2018-02-14 15:38:08.622
3,2208;2018-02-15 13:09:36.912
3,2381;2018-02-16 13:04:08.586
3,2347;2018-02-19 13:02:49.018
3,2507;2018-02-20 13:05:22.267
3,2555;2018-02-21 13:05:52.088
3,2598;2018-02-22 13:11:24.12
3,2417;2018-02-23 13:08:49.928
3,2351;2018-02-26 13:10:57.912
3,2383;2018-02-27 13:11:48.675
3,2449;2018-02-28 13:03:18.868
3,262;2018-03-01 13:08:46.872
3,2614;2018-03-02 13:11:44.793
3,2582;2018-03-05 13:05:07.476
3,2246;2018-03-06 13:11:55.605
3,2318;2018-03-07 13:04:49.215
3,2518;2018-03-08 13:11:32.961
3,2496;2018-03-09 13:03:23.451
3,2606;2018-03-12 13:07:43.882
3,2492;2018-03-13 13:11:46.012
3,2584;2018-03-14 13:11:37.391
3,2859;2018-03-15 13:08:48.179
3,2905;2018-03-16 13:14:28.123
3,2911;2018-03-19 13:05:15.219
3,2981;2018-03-20 13:06:10.733
3,2921;2018-03-21 13:08:26.719
3,3033;2018-03-22 13:11:09.36
3,3041;2018-03-23 13:06:01.35
3,3034;2018-03-26 13:09:11.34
